epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.466706,0.466706,1.000000,0.667975,0.667975,0.000000,0.000000,1.017942,0.667960
1,0.447603,0.447603,1.000000,0.656961,0.656961,0.000000,0.000000,0.996705,0.656942
2,0.442002,0.442002,1.000000,0.650206,0.650206,0.000000,0.000000,0.983704,0.650231
3,0.438540,0.438540,1.000000,0.648274,0.648274,0.000000,0.000000,0.980887,0.648347
4,0.436013,0.436013,1.000000,0.647374,0.647374,0.000000,0.000000,0.979567,0.647370
5,0.434079,0.434079,1.000000,0.645917,0.645917,0.000000,0.000000,0.973699,0.645934
6,0.432573,0.432573,1.000000,0.647572,0.647572,0.000000,0.000000,0.979761,0.647562
7,0.431218,0.431218,1.000000,0.648399,0.648399,0.000000,0.000000,0.982219,0.648495
0,0.700578,0.467187,0.466783,0.152220,0.792750,0.667950,0.249600,0.189198,1.019783,0.667935
1,0.543382,0.448144,0.190475,0.211185,0.724541,0.656055,0.136971,0.227771,0.998319,0.656036
2,0.511286,0.442924,0.136724,0.237869,0.705416,0.651394,0.108044,0.248696,0.988733,0.651418
3,0.498742,0.439778,0.117927,0.254548,0.698315,0.650198,0.096234,0.257717,0.987329,0.650272
4,0.492033,0.437487,0.109091,0.264169,0.692707,0.648405,0.088604,0.264972,0.983821,0.648406
5,0.487330,0.435824,0.103012,0.270541,0.687100,0.645704,0.082793,0.267062,0.975444,0.645721
6,0.484168,0.434561,0.099213,0.273704,0.686197,0.646718,0.078957,0.270200,0.977572,0.646710
7,0.482003,0.433601,0.096803,0.275432,0.684729,0.646349,0.076760,0.274150,0.979033,0.646447
0,0.706333,0.471116,0.470433,0.175997,0.775365,0.674088,0.202554,0.209302,1.034112,0.674074
1,0.526939,0.450379,0.153121,0.219548,0.707207,0.657983,0.098447,0.228627,1.002291,0.657964
2,0.499748,0.444490,0.110515,0.234373,0.693924,0.651701,0.084445,0.238968,0.988728,0.651726
3,0.492414,0.440930,0.102968,0.243660,0.690612,0.649930,0.081363,0.244767,0.984589,0.650007
4,0.489086,0.438668,0.100837,0.252060,0.688503,0.648428,0.080149,0.255103,0.983128,0.648427
5,0.486860,0.436886,0.099949,0.257817,0.685511,0.645490,0.080041,0.258007,0.973768,0.645506
6,0.485062,0.435533,0.099058,0.262042,0.685795,0.646826,0.077939,0.261478,0.976122,0.646817
7,0.483733,0.434619,0.098228,0.265271,0.686437,0.647762,0.077350,0.266463,0.979566,0.647860
