epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.540547,0.540547,0.532954,0.868021,0.868021,0.652097
1,0.397746,0.397746,0.453454,0.784274,0.784274,0.619883
2,0.379074,0.379074,0.441144,0.752848,0.752848,0.603207
3,0.367647,0.367647,0.432970,0.742901,0.742901,0.597582
4,0.358609,0.358609,0.426524,0.730508,0.730508,0.588264
5,0.352127,0.352127,0.422609,0.725370,0.725370,0.587380
6,0.347065,0.347065,0.419256,0.731908,0.731908,0.588833
7,0.343119,0.343119,0.417206,0.731451,0.731451,0.587995
8,0.340867,0.340867,0.416027,0.722799,0.722799,0.585203
9,0.337614,0.337614,0.413877,0.741130,0.741130,0.592188
10,0.335617,0.335617,0.412893,0.769089,0.769089,0.601999
11,0.332937,0.332937,0.411049,0.774831,0.774831,0.602052
12,0.328944,0.328944,0.408676,0.766367,0.766367,0.598643
13,0.328136,0.328136,0.408165,0.756969,0.756969,0.594936
14,0.326872,0.326872,0.407448,0.767597,0.767597,0.597673
