epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.249961,0.249961,0.171269,0.171269,0.000000,0.000000
1,0.214025,0.214025,0.153432,0.153432,0.000000,0.000000
2,0.198506,0.198506,0.136084,0.136084,0.000000,0.000000
3,0.186251,0.186251,0.131939,0.131939,0.000000,0.000000
4,0.177690,0.177690,0.123170,0.123170,0.000000,0.000000
5,0.168412,0.168412,0.113116,0.113116,0.000000,0.000000
6,0.161834,0.161834,0.108234,0.108234,0.000000,0.000000
7,0.155594,0.155594,0.100200,0.100200,0.000000,0.000000
8,0.150863,0.150863,0.094554,0.094554,0.000000,0.000000
9,0.145232,0.145232,0.087630,0.087630,0.000000,0.000000
10,0.140612,0.140612,0.089517,0.089517,0.000000,0.000000
11,0.136156,0.136156,0.087151,0.087151,0.000000,0.000000
12,0.132238,0.132238,0.080461,0.080461,0.000000,0.000000
13,0.128145,0.128145,0.076911,0.076911,0.000000,0.000000
14,0.124698,0.124698,0.078175,0.078175,0.000000,0.000000
15,0.121085,0.121085,0.069613,0.069613,0.000000,0.000000
16,0.117203,0.117203,0.069643,0.069643,0.000000,0.000000
17,0.114229,0.114229,0.070050,0.070050,0.000000,0.000000
18,0.111925,0.111925,0.078825,0.078825,0.000000,0.000000
