loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.060089, 0.986486, 0.986984, 0.986018, 0.985164, 0.986984, 407.30 M Ops, 46.08 M Ops, 3.40 M Ops, 14.8541 M, 0.3773 %, 57.13 uJ, 1.000000, 0.971429, 0.988636, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.965517
