epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,2.197383,2.187261,1.012196,2.213366,2.204678,0.868777,0.083784,0.117870,0.029954,0.175873
1,1.683289,1.673569,0.971965,1.240720,1.230298,1.042123,0.872973,0.885202,0.854201,0.880979
2,0.962099,0.953782,0.831655,0.614416,0.607495,0.692112,0.916216,0.927907,0.911191,0.917834
3,0.470397,0.462949,0.744752,0.305290,0.298883,0.640648,0.964865,0.971139,0.966137,0.962156
4,0.222073,0.214915,0.715846,0.166259,0.160002,0.625735,0.972973,0.977496,0.974584,0.972299
5,0.095801,0.089084,0.671674,0.098241,0.092608,0.563233,0.981081,0.982547,0.981626,0.981043
6,0.043391,0.037200,0.619090,0.086545,0.080889,0.565643,0.978378,0.978715,0.977901,0.977644
7,0.027260,0.021588,0.567134,0.077633,0.072368,0.526425,0.981081,0.982547,0.981626,0.981043
8,0.020384,0.015121,0.526293,0.072112,0.067064,0.504754,0.981081,0.982547,0.981626,0.981043
9,0.016276,0.011563,0.471387,0.070109,0.065272,0.483699,0.981081,0.982547,0.981626,0.981043
10,0.013668,0.009463,0.420513,0.068881,0.064231,0.465028,0.981081,0.982547,0.981626,0.981043
11,0.011770,0.008026,0.374406,0.067548,0.063408,0.413981,0.981081,0.982547,0.981626,0.981043
12,0.010163,0.007019,0.314336,0.066109,0.062323,0.378573,0.981081,0.982547,0.981626,0.981043
13,0.009067,0.006230,0.283646,0.065420,0.061831,0.358948,0.983784,0.983809,0.983305,0.983018
14,0.008188,0.005639,0.254962,0.065100,0.061599,0.350101,0.983784,0.983809,0.983305,0.983018
15,0.007565,0.005168,0.239729,0.064185,0.060692,0.349258,0.983784,0.983809,0.983305,0.983018
16,0.006959,0.004794,0.216565,0.063376,0.060083,0.329333,0.983784,0.983809,0.983305,0.983018
17,0.006435,0.004488,0.194706,0.063194,0.060044,0.314968,0.983784,0.983809,0.983305,0.983018
18,0.006012,0.004250,0.176198,0.063296,0.060300,0.299600,0.983784,0.983809,0.983305,0.983018
19,0.005597,0.004044,0.155248,0.063028,0.060151,0.287733,0.986486,0.986984,0.986018,0.985164
20,0.005285,0.003885,0.140034,0.062697,0.059875,0.282218,0.986486,0.986984,0.986018,0.985164
21,0.005027,0.003754,0.127339,0.062670,0.059876,0.279342,0.983784,0.983809,0.983305,0.983018
22,0.004857,0.003658,0.119899,0.062751,0.059995,0.275555,0.986486,0.986984,0.986018,0.985164
23,0.004725,0.003584,0.114062,0.063107,0.060345,0.276195,0.983784,0.983809,0.983305,0.983018
24,0.004619,0.003525,0.109473,0.062367,0.059613,0.275403,0.983784,0.983809,0.983305,0.983018
25,0.004529,0.003478,0.105105,0.062737,0.059972,0.276413,0.986486,0.986984,0.986018,0.985164
26,0.004482,0.003446,0.103611,0.062614,0.059869,0.274481,0.986486,0.986984,0.986018,0.985164
27,0.004429,0.003424,0.100419,0.062628,0.059890,0.273807,0.986486,0.986984,0.986018,0.985164
28,0.004409,0.003415,0.099433,0.062673,0.059923,0.274975,0.986486,0.986984,0.986018,0.985164
29,0.004401,0.003410,0.099083,0.062835,0.060089,0.274668,0.986486,0.986984,0.986018,0.985164
