epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.774276,0.590688,0.752881,0.176059,0.000002,1.473441,1.306218,0.717325,0.160050,1.305445,0.803172
1,0.669745,0.512531,0.837243,0.148841,0.000001,1.379113,1.234558,0.815347,0.136401,1.234415,0.773453
2,0.620710,0.489357,0.885854,0.122494,0.000001,1.333255,1.209035,0.856375,0.115657,1.209368,0.760276
3,0.589141,0.475647,0.906475,0.104430,0.000001,1.310982,1.200307,0.873777,0.101938,1.199562,0.753804
4,0.569515,0.466439,0.914499,0.093931,0.000002,1.292463,1.190725,0.880501,0.092933,1.191289,0.749201
5,0.556804,0.459448,0.914802,0.088208,0.000002,1.286371,1.188961,0.875920,0.088652,1.189204,0.747219
6,0.546702,0.452877,0.911026,0.084715,0.000003,1.282254,1.188149,0.869753,0.085407,1.187689,0.745702
7,0.539190,0.447281,0.905966,0.082849,0.000002,1.286024,1.192984,0.860283,0.084437,1.193485,0.746341
8,0.532197,0.441623,0.900253,0.081571,0.000002,1.290159,1.198335,0.851701,0.083307,1.198775,0.747712
9,0.526193,0.436259,0.894194,0.080992,0.000002,1.299082,1.208644,0.844925,0.081989,1.208674,0.750375
10,0.522164,0.432546,0.891178,0.080706,0.000002,1.301123,1.210457,0.844073,0.082226,1.210542,0.750601
11,0.521927,0.432272,0.890304,0.080751,0.000002,1.301725,1.211248,0.842774,0.082049,1.211276,0.750643
12,0.521284,0.431693,0.889793,0.080693,0.000002,1.302007,1.211318,0.841942,0.082270,1.211977,0.750781
13,0.520866,0.431212,0.889213,0.080762,0.000002,1.302628,1.211976,0.841023,0.082242,1.212032,0.750754
