loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.355316, 0.351895, 0.340166, 0.390639, 564.05 M Ops, 56.66 M Ops, 17.32 M Ops, 1.1752 M, 0.4498 %, 130.67 uJ
