epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.538073,0.352417,0.615971,0.179497,0.000005,0.362700,0.214656,0.679852,0.141245,0.214630,0.314236
1,0.370928,0.230071,0.690710,0.133950,0.000008,0.313801,0.181412,0.689758,0.125492,0.181439,0.284480
2,0.336552,0.209402,0.675520,0.120395,0.000013,0.291391,0.170347,0.648891,0.114555,0.170354,0.273143
3,0.321981,0.200311,0.633578,0.115334,0.000013,0.284755,0.164237,0.612835,0.114390,0.164232,0.265512
4,0.316760,0.194933,0.607358,0.115753,0.000012,0.282164,0.160445,0.590933,0.115810,0.160466,0.261105
5,0.315466,0.192201,0.594472,0.117321,0.000009,0.281794,0.158518,0.581480,0.117461,0.158532,0.258683
6,0.315285,0.190256,0.593347,0.119095,0.000006,0.281037,0.156839,0.589122,0.118307,0.156801,0.256780
7,0.314771,0.188782,0.595802,0.120032,0.000004,0.281124,0.156190,0.587849,0.119056,0.156151,0.255459
8,0.314381,0.187615,0.595867,0.120808,0.000003,0.280108,0.154409,0.588491,0.119814,0.154420,0.253585
9,0.313838,0.186713,0.595317,0.121172,0.000002,0.280187,0.154030,0.585486,0.120302,0.154034,0.252804
10,0.313364,0.186015,0.593626,0.121413,0.000002,0.280686,0.153147,0.590035,0.121639,0.153148,0.251853
11,0.316132,0.185443,0.606371,0.124626,0.000001,0.284602,0.152813,0.605934,0.125729,0.152823,0.251242
12,0.317649,0.184812,0.614389,0.126694,0.000001,0.284831,0.152662,0.608916,0.126080,0.152628,0.251039
13,0.317989,0.184766,0.615783,0.127064,0.000001,0.284831,0.152486,0.609189,0.126253,0.152486,0.250910
14,0.318257,0.184719,0.616702,0.127371,0.000001,0.285325,0.152569,0.610070,0.126655,0.152550,0.250907
15,0.318488,0.184649,0.617698,0.127661,0.000001,0.285851,0.152544,0.611203,0.127195,0.152470,0.250761
16,0.318580,0.184593,0.618444,0.127803,0.000001,0.285586,0.152432,0.611894,0.127035,0.152406,0.250743
17,0.318609,0.184588,0.618510,0.127836,0.000001,0.285499,0.152422,0.611812,0.126958,0.152390,0.250760
18,0.318633,0.184598,0.618534,0.127849,0.000001,0.285778,0.152394,0.611875,0.127265,0.152430,0.250723
19,0.318598,0.184555,0.618578,0.127858,0.000001,0.285599,0.152360,0.611556,0.127124,0.152395,0.250746
