epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.538349,0.538349,0.469136,0.300886,0.300886,0.401116
1,0.413843,0.413843,0.393150,0.294051,0.294051,0.392610
2,0.395523,0.395523,0.383089,0.296301,0.296301,0.398590
3,0.382355,0.382355,0.377600,0.277418,0.277418,0.377977
4,0.366804,0.366804,0.373212,0.262943,0.262943,0.369301
5,0.359891,0.359891,0.374737,0.299917,0.299917,0.393399
6,0.346951,0.346951,0.372441,0.310114,0.310114,0.399005
7,0.336583,0.336583,0.369334,0.272322,0.272322,0.375385
8,0.327871,0.327871,0.365028,0.282382,0.282382,0.380999
9,0.327385,0.327385,0.367312,0.282069,0.282069,0.383186
10,0.324881,0.324881,0.365585,0.292803,0.292803,0.387458
