epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,1.027553,0.857228,0.810761,0.162218,0.000003,0.825575,0.666960,0.848780,0.150128,0.667062,0.584201
1,0.945160,0.815941,0.881828,0.120401,0.000001,0.768842,0.644807,0.895744,0.115078,0.644401,0.569422
2,0.894110,0.791477,0.901071,0.093622,0.000002,0.739744,0.634785,0.908330,0.095875,0.635440,0.561426
3,0.867011,0.773854,0.904862,0.084109,0.000002,0.724927,0.624478,0.907892,0.091370,0.624613,0.553093
4,0.845767,0.755380,0.901938,0.081368,0.000002,0.722337,0.624763,0.903052,0.088544,0.624679,0.551196
5,0.830871,0.741599,0.897935,0.080293,0.000002,0.721448,0.625064,0.897631,0.087408,0.624430,0.548899
6,0.817929,0.729373,0.893107,0.079625,0.000002,0.718472,0.622535,0.891874,0.087018,0.622658,0.546603
7,0.805455,0.717266,0.889408,0.079295,0.000002,0.719313,0.623497,0.884518,0.086971,0.623209,0.545327
8,0.796280,0.708314,0.884939,0.079117,0.000002,0.722860,0.627401,0.880469,0.086654,0.627604,0.546409
9,0.788391,0.700545,0.881056,0.079036,0.000002,0.726550,0.630777,0.876337,0.087010,0.630920,0.547153
10,0.781332,0.693494,0.878460,0.079053,0.000002,0.725167,0.629918,0.877030,0.086478,0.629888,0.546499
11,0.780910,0.692974,0.878050,0.079156,0.000002,0.724893,0.629358,0.876611,0.086769,0.629696,0.546473
12,0.779436,0.691551,0.878150,0.079103,0.000001,0.727204,0.631640,0.876714,0.086797,0.631627,0.546882
13,0.779308,0.691399,0.877479,0.079134,0.000002,0.725870,0.630662,0.876796,0.086440,0.631003,0.546770
