epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.535914,0.535914,0.530763,0.849454,0.849454,0.646580
1,0.396762,0.396762,0.451984,0.788354,0.788354,0.621977
2,0.380083,0.380083,0.441547,0.758672,0.758672,0.606214
3,0.369597,0.369597,0.434326,0.748125,0.748125,0.601282
4,0.361243,0.361243,0.428590,0.731544,0.731544,0.592192
5,0.354586,0.354586,0.424766,0.728274,0.728274,0.591507
6,0.348900,0.348900,0.420869,0.729206,0.729206,0.590531
7,0.344379,0.344379,0.418121,0.720402,0.720402,0.586333
8,0.341477,0.341477,0.416400,0.723110,0.723110,0.586402
9,0.337883,0.337883,0.414079,0.732382,0.732382,0.588069
