loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.300951, 0.300915, 0.351717, 63.59 M Ops, 7.33 M Ops, 5.29 M Ops, 0.1535 M, 0.3757 %, 30.93 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.294477, 0.294523, 0.349554, 63.89 M Ops, 7.44 M Ops, 5.21 M Ops, 0.1535 M, 0.4117 %, 30.64 uJ
