loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.375487, 0.370605, 0.402721, 95.08 M Ops, 14.23 M Ops, 6.02 M Ops, 0.2231 M, 0.3805 %, 40.52 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.376536, 0.371537, 0.402015, 95.08 M Ops, 14.31 M Ops, 6.02 M Ops, 0.2231 M, 0.3812 %, 40.60 uJ
