epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,1.803292,0.703476,1.305541,1.768182,0.698957,0.649170,0.400000,0.433440,0.391662,0.444096
1,1.759005,0.631734,1.149912,1.751467,0.615494,1.180926,0.726829,0.595069,0.601389,0.641297
2,1.722796,0.562720,1.161720,1.830283,0.544866,3.513506,0.721951,0.575510,0.577014,0.628531
3,1.701996,0.529287,1.160975,1.833897,0.499035,4.122704,0.731707,0.576873,0.576907,0.649286
4,1.682485,0.513351,1.047505,1.792898,0.488006,3.535618,0.746341,0.576221,0.571268,0.701189
5,1.665435,0.500829,0.985004,1.755510,0.485891,2.969429,0.756098,0.582978,0.578813,0.745614
6,1.644750,0.487603,0.895556,1.723156,0.487138,2.505996,0.760976,0.586356,0.582658,0.772438
7,1.621977,0.472597,0.821151,1.698701,0.489763,2.215017,0.780488,0.626837,0.640225,0.789189
8,1.592896,0.449145,0.751625,1.681277,0.510266,1.906220,0.726829,0.519559,0.467927,0.665000
9,1.577372,0.452484,0.698959,1.690691,0.568442,1.723120,0.736585,0.607219,0.615625,0.659355
10,1.574617,0.479205,0.653766,1.712790,0.527181,2.734212,0.712195,0.530998,0.508353,0.586475
11,1.530775,0.430483,0.632054,1.657948,0.512159,2.131250,0.765854,0.616702,0.627273,0.735189
12,1.505692,0.414143,0.618035,1.620449,0.508310,1.728484,0.760976,0.624111,0.636380,0.711259
13,1.477713,0.393270,0.599040,1.574140,0.484959,1.387175,0.770732,0.636261,0.651222,0.731941
14,1.450799,0.373913,0.581998,1.560910,0.508849,1.114327,0.756098,0.615339,0.625694,0.702455
15,1.427586,0.359110,0.577350,1.521647,0.475474,1.001319,0.770732,0.652442,0.668091,0.721190
16,1.408631,0.349853,0.579427,1.531807,0.499744,1.073464,0.760976,0.667259,0.678138,0.699181
17,1.389519,0.338850,0.590249,1.495562,0.461259,1.058053,0.775610,0.645033,0.661570,0.739714
18,1.370669,0.328582,0.591357,1.497143,0.480884,1.020623,0.775610,0.677395,0.691588,0.722561
19,1.354089,0.319453,0.607980,1.493908,0.489777,1.006037,0.785366,0.684151,0.700770,0.739960
20,1.335559,0.310130,0.591488,1.460661,0.451976,1.024489,0.780488,0.675379,0.691729,0.733139
21,1.325094,0.310178,0.589029,1.528177,0.543361,1.148965,0.741463,0.642959,0.651863,0.670243
22,1.317593,0.310892,0.611002,1.462385,0.461610,1.148662,0.770732,0.679410,0.691275,0.713650
23,1.314830,0.319959,0.602196,1.505884,0.523032,1.198527,0.731707,0.690138,0.680604,0.674842
24,1.290654,0.298272,0.605196,1.458006,0.461718,1.243411,0.741463,0.583630,0.584497,0.675236
25,1.276550,0.292560,0.578273,1.452644,0.470480,1.150480,0.775610,0.698969,0.707361,0.719584
26,1.259511,0.278911,0.587583,1.417653,0.444862,1.014980,0.780488,0.702347,0.711944,0.726513
27,1.245581,0.270865,0.576879,1.419285,0.462143,0.919689,0.780488,0.729315,0.728077,0.726894
28,1.231943,0.260915,0.584486,1.406597,0.455835,0.873484,0.770732,0.706377,0.709693,0.713515
29,1.221382,0.254976,0.586102,1.412499,0.467763,0.873044,0.780488,0.723921,0.725127,0.726390
30,1.210930,0.249240,0.582020,1.383696,0.441672,0.819360,0.775610,0.698969,0.707361,0.719584
31,1.201415,0.243735,0.582200,1.414838,0.483412,0.818576,0.756098,0.717816,0.708276,0.701923
32,1.194610,0.240540,0.587528,1.378182,0.441777,0.822099,0.770732,0.706377,0.709693,0.713515
33,1.184055,0.234223,0.573687,1.402333,0.471747,0.840535,0.760976,0.715801,0.709925,0.705335
34,1.178351,0.232384,0.568998,1.365813,0.430668,0.840228,0.800000,0.710467,0.727013,0.759349
35,1.174305,0.231604,0.568649,1.426055,0.497451,0.906548,0.726829,0.708333,0.687159,0.680256
36,1.172538,0.231959,0.579172,1.368240,0.429817,0.919036,0.800000,0.710467,0.727013,0.759349
37,1.166520,0.229780,0.560393,1.379295,0.442514,0.937542,0.790244,0.736072,0.737344,0.738675
38,1.159933,0.224699,0.560277,1.381154,0.449689,0.900560,0.775610,0.725936,0.723493,0.721268
39,1.155641,0.222360,0.556001,1.358022,0.427619,0.863711,0.775610,0.709756,0.714242,0.719650
40,1.152302,0.220873,0.550898,1.362935,0.435078,0.855611,0.780488,0.723921,0.725127,0.726390
41,1.149149,0.218596,0.552704,1.364167,0.437436,0.853881,0.780488,0.723921,0.725127,0.726390
42,1.146882,0.217374,0.551284,1.357960,0.431051,0.852223,0.785366,0.727300,0.729746,0.732424
43,1.144705,0.216129,0.548509,1.356679,0.429711,0.855559,0.785366,0.727300,0.729746,0.732424
44,1.143454,0.215518,0.547718,1.359007,0.431893,0.863933,0.785366,0.727300,0.729746,0.732424
45,1.142614,0.215070,0.547976,1.360537,0.433240,0.870396,0.780488,0.723921,0.725127,0.726390
46,1.142165,0.214916,0.548068,1.360402,0.432401,0.878750,0.785366,0.727300,0.729746,0.732424
47,1.141742,0.214697,0.547692,1.359272,0.430576,0.884894,0.785366,0.727300,0.729746,0.732424
48,1.141452,0.214490,0.547652,1.359257,0.430102,0.889844,0.785366,0.727300,0.729746,0.732424
49,1.141412,0.214506,0.547529,1.358651,0.429026,0.893751,0.785366,0.727300,0.729746,0.732424
