epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.526509,0.526509,0.521418,0.833403,0.833403,0.636505
1,0.397575,0.397575,0.452060,0.790934,0.790934,0.620630
2,0.380910,0.380910,0.441780,0.764886,0.764886,0.611286
3,0.371460,0.371460,0.435558,0.750651,0.750651,0.601349
4,0.362975,0.362975,0.430006,0.740564,0.740564,0.596353
5,0.355752,0.355752,0.425391,0.720517,0.720517,0.587914
6,0.350873,0.350873,0.422386,0.718957,0.718957,0.586689
7,0.346751,0.346751,0.419781,0.729083,0.729083,0.589807
8,0.343284,0.343284,0.417276,0.726350,0.726350,0.586199
9,0.339257,0.339257,0.414789,0.729608,0.729608,0.586913
10,0.335930,0.335930,0.412635,0.729568,0.729568,0.585987
11,0.334138,0.334138,0.411532,0.727557,0.727557,0.585565
12,0.332792,0.332792,0.410613,0.737839,0.737839,0.588068
