epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.895817,0.697138,0.932808,0.189350,0.000001,1.762760,1.571032,0.897680,0.182751,1.571629,0.891207
1,0.772108,0.601565,0.940340,0.161140,0.000001,1.702428,1.541134,0.921774,0.152076,1.542217,0.872403
2,0.708803,0.571050,0.950026,0.128253,0.000001,1.669142,1.539785,0.933505,0.120022,1.538680,0.863464
3,0.663485,0.548606,0.956247,0.105317,0.000001,1.651618,1.538785,0.936872,0.103464,1.538791,0.862467
4,0.637441,0.532680,0.957715,0.095183,0.000002,1.645840,1.539420,0.935258,0.097067,1.539528,0.863952
5,0.620814,0.519296,0.955685,0.091960,0.000003,1.656566,1.551286,0.929464,0.095985,1.551972,0.869011
6,0.607800,0.507485,0.952650,0.090788,0.000003,1.663419,1.559205,0.923455,0.094979,1.559283,0.872829
7,0.596442,0.496220,0.949173,0.090731,0.000002,1.671187,1.567651,0.917778,0.094358,1.568783,0.878080
8,0.590041,0.489537,0.946976,0.091034,0.000003,1.670426,1.566603,0.917605,0.094647,1.566920,0.877906
9,0.589236,0.488666,0.946767,0.091102,0.000003,1.671650,1.568076,0.916805,0.094406,1.567568,0.878182
10,0.588150,0.487599,0.946628,0.091085,0.000003,1.667614,1.564072,0.916326,0.094380,1.564014,0.877648
