epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.118096,0.071246,0.468502,0.176932,0.095396,0.055655,0.397410,0.182358
1,0.081583,0.047509,0.340739,0.204960,0.073128,0.037056,0.360714,0.201303
2,0.065090,0.035634,0.294560,0.216907,0.062959,0.025130,0.378292,0.213413
3,0.058138,0.028697,0.294412,0.227456,0.048767,0.018600,0.301663,0.217827
4,0.050480,0.025172,0.253078,0.240201,0.042041,0.014949,0.270923,0.220156
5,0.046076,0.023197,0.228791,0.247209,0.039178,0.013000,0.261783,0.219445
6,0.043643,0.022228,0.214144,0.252088,0.036522,0.011932,0.245895,0.221427
7,0.041204,0.021413,0.197910,0.255020,0.034632,0.011300,0.233311,0.221067
8,0.039765,0.021067,0.186981,0.256978,0.034161,0.010965,0.231958,0.219935
9,0.038152,0.020504,0.176486,0.259763,0.031669,0.010678,0.209903,0.218029
10,0.036853,0.020314,0.165385,0.262339,0.031444,0.010488,0.209552,0.220954
11,0.035965,0.020034,0.159313,0.264179,0.031834,0.010494,0.213406,0.216356
12,0.035100,0.019955,0.151449,0.266416,0.032888,0.010551,0.223363,0.213650
13,0.034496,0.019881,0.146151,0.268949,0.033217,0.010796,0.224219,0.210452
