loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.417564, 0.417355, 0.422213, 477.63 M Ops, 64.16 M Ops, 11.58 M Ops, 1.5754 M, 0.3934 %, 111.00 uJ
