epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.200569,0.199400,0.011687,0.038530,0.059357,0.058579,0.007783,0.036538
1,0.092242,0.091390,0.008515,0.043534,0.039702,0.038987,0.007153,0.036678
2,0.084344,0.083551,0.007931,0.043182,0.035920,0.035241,0.006782,0.037241
3,0.083064,0.082320,0.007439,0.044202,0.033158,0.032532,0.006262,0.039209
4,0.082951,0.082238,0.007130,0.045665,0.031815,0.031203,0.006124,0.040238
5,0.080104,0.079411,0.006929,0.046487,0.030948,0.030354,0.005944,0.041831
6,0.078822,0.078141,0.006807,0.049006,0.029321,0.028727,0.005937,0.043215
7,0.078125,0.077459,0.006658,0.049306,0.029579,0.029007,0.005724,0.043827
8,0.078596,0.077943,0.006523,0.050560,0.028792,0.028233,0.005592,0.045654
9,0.079020,0.078382,0.006375,0.052324,0.027943,0.027394,0.005495,0.047895
10,0.076748,0.076112,0.006366,0.053145,0.027492,0.026956,0.005352,0.049338
11,0.078850,0.078231,0.006194,0.054166,0.027800,0.027272,0.005282,0.049048
12,0.078129,0.077510,0.006193,0.054921,0.027156,0.026610,0.005462,0.050100
13,0.078438,0.077821,0.006168,0.056165,0.027584,0.027053,0.005310,0.050523
14,0.078837,0.078225,0.006123,0.057719,0.027815,0.027281,0.005332,0.051801
15,0.078045,0.077426,0.006183,0.058612,0.027266,0.026659,0.006064,0.058500
