loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.389270, 0.376289, 0.400854, 0.759452, 106.26 M Ops, 16.83 M Ops, 7.26 M Ops, 0.2249 M, 0.3945 %, 48.52 uJ
