loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434670,0.408363,0.429072,130.19 M Ops,19.15 M Ops,3.10 M Ops,0.5707 M,0.1879 %,31.48 uJ,0.561107,0.523072,0.739110
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434580,0.415413,0.433481,130.19 M Ops,14.03 M Ops,3.10 M Ops,0.5707 M,0.1909 %,26.88 uJ,0.564886,0.523350,0.734606
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433492,0.415639,0.432332,130.19 M Ops,18.99 M Ops,3.10 M Ops,0.5707 M,0.1899 %,31.34 uJ,0.566106,0.523627,0.734461
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434580,0.415413,0.433481,130.19 M Ops,14.03 M Ops,3.10 M Ops,0.5707 M,0.1909 %,26.88 uJ,0.564886,0.523350,0.734606
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.432483,0.410046,0.431405,130.19 M Ops,10.98 M Ops,3.10 M Ops,0.5707 M,0.1901 %,24.13 uJ,0.561453,0.524055,0.738035
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433570,0.415921,0.432432,130.19 M Ops,19.44 M Ops,3.10 M Ops,0.5707 M,0.1898 %,31.74 uJ,0.566142,0.523771,0.734281
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434441,0.416536,0.433360,130.19 M Ops,18.91 M Ops,3.10 M Ops,0.5707 M,0.1855 %,31.27 uJ,0.563702,0.522781,0.733888
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.434358,0.414974,0.433270,130.19 M Ops,11.98 M Ops,3.10 M Ops,0.5707 M,0.1840 %,25.03 uJ,0.563929,0.522945,0.734886
