variant,mse,mse_sd,mae,mae_sd
heterogeneous_dense,0.7878637407576884,0.03924748646581533,0.6223299717577464,0.016759499152473795
heterogeneous_no_memory,0.798103051543405,0.039595199230871625,0.6261137016796352,0.016794825769981574
heterogeneous_sparse,0.7797442718636355,0.03843095494656766,0.619436900665311,0.016432878060192932
homogeneous_dense,0.8356113219621643,0.06793388877665035,0.6421311597776903,0.02201138893341785
homogeneous_no_memory,0.8483796073890527,0.10683245184728163,0.6442017049047299,0.037497762008598494
homogeneous_sparse,0.8369706834117402,0.07671901104411795,0.6420826430292357,0.02494433339072085
