epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.507477,0.507477,1.000000,0.687435,0.687435,0.000000,0.000000,0.970977,0.686676
1,0.462746,0.462746,1.000000,0.649614,0.649614,0.000000,0.000000,0.887663,0.649658
2,0.448368,0.448368,1.000000,0.632243,0.632243,0.000000,0.000000,0.848476,0.632008
3,0.440841,0.440841,1.000000,0.623281,0.623281,0.000000,0.000000,0.826672,0.622468
4,0.435683,0.435683,1.000000,0.615415,0.615415,0.000000,0.000000,0.812254,0.615976
5,0.432031,0.432031,1.000000,0.610987,0.610987,0.000000,0.000000,0.802097,0.610868
6,0.428377,0.428377,1.000000,0.606467,0.606467,0.000000,0.000000,0.793337,0.606699
7,0.425620,0.425620,1.000000,0.602054,0.602054,0.000000,0.000000,0.786107,0.602414
8,0.423397,0.423397,1.000000,0.599741,0.599741,0.000000,0.000000,0.782391,0.600214
9,0.420537,0.420537,1.000000,0.597621,0.597621,0.000000,0.000000,0.779043,0.597610
10,0.418902,0.418902,1.000000,0.594666,0.594666,0.000000,0.000000,0.772735,0.594982
11,0.416928,0.416928,1.000000,0.591698,0.591698,0.000000,0.000000,0.767426,0.592293
12,0.415813,0.415813,1.000000,0.591686,0.591686,0.000000,0.000000,0.767908,0.592070
13,0.414330,0.414330,1.000000,0.589863,0.589863,0.000000,0.000000,0.761361,0.589903
14,0.413439,0.413439,1.000000,0.590464,0.590464,0.000000,0.000000,0.762655,0.590020
15,0.412970,0.412970,1.000000,0.586951,0.586951,0.000000,0.000000,0.755162,0.587379
16,0.411802,0.411802,1.000000,0.586547,0.586547,0.000000,0.000000,0.753768,0.586604
17,0.411385,0.411385,1.000000,0.587587,0.587587,0.000000,0.000000,0.756126,0.587813
18,0.410854,0.410854,1.000000,0.587325,0.587325,0.000000,0.000000,0.754957,0.587357
