loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.384700, 0.262357, 0.263811, 0.206114, 0.197038, 0.263811, 780.28 M Ops, 68.25 M Ops, 177.91 M Ops, 0.0245 M, 0.4108 %, 879.79 uJ, 0.151515, 0.000000, 0.257576, 0.646154
