shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.331423,0.284245,0.332545,116.20 M Ops,7.68 M Ops,39.94 M Ops,0.1781 M,0.4571 %,190.65 uJ,0.284245,0.332545,0.815390
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.331423,0.284245,0.332545,116.20 M Ops,7.68 M Ops,39.94 M Ops,0.1781 M,0.4571 %,190.65 uJ,0.284245,0.332545,0.815390
