epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.550027,0.550027,0.479613,0.292945,0.292945,0.392021
1,0.431497,0.431497,0.402980,0.271164,0.271164,0.376283
2,0.417446,0.417446,0.396587,0.299495,0.299495,0.397115
3,0.409505,0.409505,0.392821,0.281942,0.281942,0.383847
4,0.403538,0.403538,0.390215,0.290642,0.290642,0.389194
5,0.397242,0.397242,0.387571,0.265220,0.265220,0.372953
6,0.393886,0.393886,0.386661,0.277328,0.277328,0.380398
7,0.391438,0.391438,0.386453,0.268548,0.268548,0.373923
8,0.389763,0.389763,0.385184,0.269401,0.269401,0.374395
9,0.386636,0.386636,0.384090,0.267119,0.267119,0.372395
10,0.386591,0.386591,0.384951,0.266626,0.266626,0.371529
11,0.386047,0.386047,0.384743,0.273232,0.273232,0.376320
