epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.547897,0.547897,0.472481,0.284176,0.284176,0.388522
1,0.433279,0.433279,0.403939,0.261937,0.261937,0.369428
2,0.418192,0.418192,0.398107,0.278315,0.278315,0.384135
3,0.409137,0.409137,0.394236,0.282925,0.282925,0.382823
4,0.400138,0.400138,0.388300,0.274006,0.274006,0.377295
5,0.396156,0.396156,0.388460,0.279146,0.279146,0.380454
6,0.393648,0.393648,0.387623,0.298220,0.298220,0.396169
7,0.392219,0.392219,0.387581,0.260723,0.260723,0.367396
8,0.390574,0.390574,0.387085,0.287770,0.287770,0.386839
9,0.389379,0.389379,0.386499,0.294864,0.294864,0.391229
10,0.387055,0.387055,0.385796,0.270315,0.270315,0.372769
11,0.384983,0.384983,0.385263,0.276397,0.276397,0.378233
12,0.384986,0.384986,0.384618,0.285787,0.285787,0.384229
13,0.384888,0.384888,0.384881,0.271843,0.271843,0.374727
