data,variant,mse,mse_sd,mae,mae_sd
ETTh1,heterogeneous_dense,0.560415418912173,0.020542777826172035,0.5500912572048601,0.01135282813531178
ETTh1,heterogeneous_no_memory,0.5535514166087131,0.023521453507812207,0.5452285705499729,0.014515765613307814
ETTh1,heterogeneous_sparse,0.5609540165649113,0.01990210186921678,0.5506803603147891,0.01058056748132113
ETTh1,homogeneous_dense,0.5834279391633731,0.015604828078181436,0.5626437098323791,0.008291355499528282
ETTh1,homogeneous_no_memory,0.581081524177611,0.031239443509481147,0.5644916561577341,0.013719949506863982
ETTh1,homogeneous_sparse,0.5878751107845427,0.02407685503322124,0.5653758359563796,0.013857084079733909
ETTh2,heterogeneous_dense,0.8529693306197467,0.10964685774075282,0.6333316945813441,0.045941740365105184
ETTh2,heterogeneous_no_memory,0.8177528733258553,0.08878972314413226,0.6200104465001163,0.03437590679543654
ETTh2,heterogeneous_sparse,0.8819975652722416,0.07202176402673373,0.6448894166844048,0.031179302338113068
ETTh2,homogeneous_dense,0.8442055452718846,0.10058632782609293,0.6407765602881413,0.0460278368930117
ETTh2,homogeneous_no_memory,0.7821833160483765,0.09896805908676509,0.6132695938323529,0.03641646789989975
ETTh2,homogeneous_sparse,0.7119440887641634,0.04511186094104129,0.5849913980382357,0.012948842886813926
