epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.661142,0.661142,0.594070,1.360073,1.360073,0.837727
1,0.545741,0.545741,0.535145,1.257120,1.257120,0.788099
2,0.518324,0.518324,0.521305,1.231055,1.231055,0.778084
3,0.507665,0.507665,0.516170,1.258762,1.258762,0.789325
4,0.501286,0.501286,0.513702,1.231395,1.231395,0.778616
5,0.493687,0.493687,0.510280,1.227920,1.227920,0.779904
6,0.488664,0.488664,0.508596,1.239174,1.239174,0.783312
7,0.483275,0.483275,0.506844,1.249142,1.249142,0.783831
8,0.479820,0.479820,0.505171,1.255400,1.255400,0.793680
9,0.474739,0.474739,0.502540,1.276882,1.276882,0.795867
10,0.473488,0.473488,0.502493,1.273534,1.273534,0.796631
11,0.471370,0.471370,0.501204,1.307747,1.307747,0.809913
