epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.344959,2.198875,0.068860,0.145396,2.339922,2.202440,0.064406,0.136838,"tensor(0.0676, device='cuda:1')","tensor([0.0000, 0.0286, 0.0000, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:1')","tensor(0.0197, device='cuda:1')","tensor(0.1183, device='cuda:1')"
1,2.322900,2.178006,0.066084,0.144233,2.297239,2.155308,0.063774,0.141294,"tensor(0.1514, device='cuda:1')","tensor([0.1613, 0.6571, 0.0000, 0.0000, 0.0000, 1.0000, 0.1000, 0.0000, 0.0000],
       device='cuda:1')","tensor(0.1270, device='cuda:1')","tensor(0.2644, device='cuda:1')"
2,2.261182,2.120144,0.064828,0.140390,2.207413,2.068052,0.066543,0.138695,"tensor(0.5946, device='cuda:1')","tensor([0.7419, 1.0000, 0.6591, 0.8864, 0.0690, 1.0000, 0.9750, 0.0000, 0.0000],
       device='cuda:1')","tensor(0.4924, device='cuda:1')","tensor(0.5705, device='cuda:1')"
3,2.165525,2.030812,0.075406,0.133959,2.078046,1.944519,0.084149,0.132685,"tensor(0.7703, device='cuda:1')","tensor([0.8710, 1.0000, 0.8750, 0.9545, 0.9310, 1.0000, 0.9750, 0.0800, 0.3448],
       device='cuda:1')","tensor(0.7336, device='cuda:1')","tensor(0.7753, device='cuda:1')"
4,2.032791,1.905089,0.135589,0.126346,1.901010,1.773918,0.175873,0.125333,"tensor(0.8216, device='cuda:1')","tensor([0.8710, 1.0000, 0.9205, 0.9545, 1.0000, 1.0000, 0.9750, 0.1800, 0.6207],
       device='cuda:1')","tensor(0.8078, device='cuda:1')","tensor(0.8556, device='cuda:1')"
5,1.861119,1.736895,0.286703,0.121358,1.689266,1.562435,0.323254,0.123599,"tensor(0.8459, device='cuda:1')","tensor([0.8387, 0.9714, 0.9659, 0.9318, 1.0000, 1.0000, 0.9750, 0.4000, 0.5172],
       device='cuda:1')","tensor(0.8321, device='cuda:1')","tensor(0.8633, device='cuda:1')"
6,1.648450,1.524396,0.350157,0.120553,1.439660,1.315466,0.297274,0.121221,"tensor(0.8622, device='cuda:1')","tensor([0.8710, 0.9714, 0.9886, 0.9318, 1.0000, 1.0000, 0.9750, 0.4400, 0.5517],
       device='cuda:1')","tensor(0.8495, device='cuda:1')","tensor(0.8797, device='cuda:1')"
7,1.412344,1.291742,0.299478,0.117608,1.155691,1.036787,0.281954,0.116085,"tensor(0.9000, device='cuda:1')","tensor([0.9032, 0.9429, 0.9886, 0.9318, 1.0000, 1.0000, 0.9750, 0.6400, 0.6897],
       device='cuda:1')","tensor(0.8952, device='cuda:1')","tensor(0.9075, device='cuda:1')"
8,1.198573,1.082930,0.267876,0.112965,0.909379,0.794748,0.248515,0.112146,"tensor(0.9324, device='cuda:1')","tensor([0.9355, 0.9143, 0.9886, 0.9545, 1.0000, 1.0000, 0.9750, 0.7800, 0.8276],
       device='cuda:1')","tensor(0.9306, device='cuda:1')","tensor(0.9336, device='cuda:1')"
9,1.028151,0.917870,0.233985,0.107941,0.723796,0.613649,0.232067,0.107826,"tensor(0.9432, device='cuda:1')","tensor([0.9677, 0.9429, 0.9886, 0.9545, 1.0000, 1.0000, 0.9750, 0.7800, 0.8966],
       device='cuda:1')","tensor(0.9421, device='cuda:1')","tensor(0.9415, device='cuda:1')"
10,0.903321,0.797534,0.216836,0.103619,0.581136,0.476257,0.223841,0.102641,"tensor(0.9514, device='cuda:1')","tensor([0.9677, 0.9143, 0.9886, 0.9318, 1.0000, 1.0000, 0.9750, 0.8800, 0.8966],
       device='cuda:1')","tensor(0.9508, device='cuda:1')","tensor(0.9519, device='cuda:1')"
11,0.811196,0.709545,0.201661,0.099634,0.487230,0.385924,0.210930,0.099196,"tensor(0.9649, device='cuda:1')","tensor([0.9677, 0.9143, 0.9886, 0.9318, 1.0000, 1.0000, 0.9750, 0.9400, 0.9655],
       device='cuda:1')","tensor(0.9647, device='cuda:1')","tensor(0.9656, device='cuda:1')"
12,0.745405,0.646914,0.191213,0.096579,0.420594,0.322582,0.204927,0.095962,"tensor(0.9676, device='cuda:1')","tensor([0.9677, 0.9143, 0.9886, 0.9318, 1.0000, 1.0000, 0.9750, 0.9400, 1.0000],
       device='cuda:1')","tensor(0.9677, device='cuda:1')","tensor(0.9681, device='cuda:1')"
13,0.699988,0.603769,0.182141,0.094397,0.374073,0.278307,0.188917,0.093876,"tensor(0.9757, device='cuda:1')","tensor([1.0000, 0.9143, 0.9886, 0.9545, 1.0000, 1.0000, 0.9750, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9757, device='cuda:1')","tensor(0.9756, device='cuda:1')"
14,0.667614,0.573090,0.176508,0.092759,0.345588,0.252251,0.186661,0.091470,"tensor(0.9703, device='cuda:1')","tensor([0.9677, 0.9143, 0.9886, 0.9545, 1.0000, 1.0000, 0.9750, 0.9400, 1.0000],
       device='cuda:1')","tensor(0.9700, device='cuda:1')","tensor(0.9705, device='cuda:1')"
15,0.644712,0.551785,0.169293,0.091234,0.321181,0.228907,0.176596,0.090508,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9143, 0.9886, 0.9545, 1.0000, 1.0000, 0.9750, 0.9800, 1.0000],
       device='cuda:1')","tensor(0.9774, device='cuda:1')","tensor(0.9769, device='cuda:1')"
16,0.629121,0.537125,0.164399,0.090352,0.306934,0.216222,0.171488,0.088997,"tensor(0.9730, device='cuda:1')","tensor([0.9677, 0.9143, 0.9886, 0.9545, 1.0000, 1.0000, 0.9750, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9718, device='cuda:1')","tensor(0.9718, device='cuda:1')"
17,0.618228,0.527011,0.159447,0.089623,0.291889,0.202584,0.167077,0.087634,"tensor(0.9784, device='cuda:1')","tensor([1.0000, 0.9143, 0.9886, 0.9545, 1.0000, 1.0000, 1.0000, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9777, device='cuda:1')","tensor(0.9769, device='cuda:1')"
18,0.610025,0.519600,0.157392,0.088851,0.279132,0.190749,0.164447,0.086739,"tensor(0.9811, device='cuda:1')","tensor([1.0000, 0.9143, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9804, device='cuda:1')","tensor(0.9796, device='cuda:1')"
19,0.603863,0.514014,0.155057,0.088299,0.285367,0.197456,0.161577,0.086295,"tensor(0.9757, device='cuda:1')","tensor([0.9677, 0.9143, 0.9886, 0.9545, 1.0000, 1.0000, 1.0000, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9748, device='cuda:1')","tensor(0.9747, device='cuda:1')"
20,0.599137,0.509846,0.150872,0.087782,0.296701,0.208800,0.158159,0.086320,"tensor(0.9730, device='cuda:1')","tensor([0.9677, 0.9143, 0.9659, 0.9773, 1.0000, 1.0000, 1.0000, 0.9600, 1.0000],
       device='cuda:1')","tensor(0.9730, device='cuda:1')","tensor(0.9718, device='cuda:1')"
