loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.334352,0.300653,0.334522,9.62 M Ops,1.47 M Ops,0.97 M Ops,0.0964 M,0.4734 %,5.81 uJ,0.365396,0.375682,0.803850
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.333961,0.300178,0.334129,9.62 M Ops,1.52 M Ops,0.97 M Ops,0.0964 M,0.4747 %,5.85 uJ,0.364360,0.374904,0.804160
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.336064,0.301521,0.336239,9.62 M Ops,1.79 M Ops,0.97 M Ops,0.0964 M,0.5307 %,6.09 uJ,0.366019,0.376678,0.803284
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.335924,0.303243,0.336095,9.62 M Ops,1.20 M Ops,1.88 M Ops,0.0964 M,0.5050 %,9.74 uJ,0.366962,0.376554,0.802161
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.335063,0.302012,0.335234,9.62 M Ops,1.27 M Ops,1.89 M Ops,0.0964 M,0.5222 %,9.84 uJ,0.366860,0.376366,0.802964
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.334658,0.301252,0.334829,9.62 M Ops,1.24 M Ops,0.97 M Ops,0.0964 M,0.4414 %,5.60 uJ,0.366046,0.375892,0.803460
