loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.335621,0.301912,0.335794,32.41 M Ops,1.34 M Ops,24.60 M Ops,0.1805 M,0.5477 %,114.37 uJ,0.367407,0.377611,0.803029
