shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.384432,0.360490,0.380742,140.99 M Ops,9.17 M Ops,38.58 M Ops,0.3257 M,0.4168 %,185.71 uJ,0.360490,0.380742,0.768167
