snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.331624,0.288495,0.332787,107.86 M Ops,9.58 M Ops,6.71 M Ops,0.1734 M,0.4164 %,39.48 uJ,0.288495,0.332787,0.812630
