step,mae,mse
0,0.256242,0.146839
1,0.294755,0.198633
2,0.326792,0.244446
3,0.345623,0.274491
4,0.360755,0.301676
5,0.368854,0.314412
6,0.374676,0.322362
7,0.374790,0.323128
8,0.374882,0.323967
9,0.375735,0.325404
10,0.376260,0.326407
11,0.380415,0.332570
12,0.380612,0.333765
13,0.382492,0.335718
14,0.380114,0.333901
15,0.378085,0.331883
16,0.381079,0.338388
17,0.378544,0.332623
18,0.378749,0.332053
19,0.378637,0.330481
20,0.379338,0.330959
21,0.376641,0.327785
22,0.376228,0.327844
23,0.372616,0.322670
24,0.385440,0.336818
25,0.391840,0.348919
26,0.390025,0.350400
27,0.393860,0.356638
28,0.395311,0.361018
29,0.397486,0.364524
30,0.402481,0.371152
31,0.395203,0.361778
32,0.395624,0.364029
33,0.396508,0.364768
34,0.396634,0.364943
35,0.397015,0.365125
36,0.397983,0.364422
37,0.401525,0.370427
38,0.396185,0.361059
39,0.394070,0.361014
40,0.396070,0.364363
41,0.395461,0.362251
42,0.396215,0.360718
43,0.396630,0.363050
44,0.400380,0.367210
45,0.399679,0.367286
46,0.398540,0.364630
47,0.393133,0.359089
48,0.400549,0.365824
49,0.406873,0.376241
50,0.405482,0.374594
51,0.409326,0.381907
52,0.410200,0.383699
53,0.412352,0.387112
54,0.409948,0.382149
55,0.408893,0.384297
56,0.407900,0.384259
57,0.409212,0.387574
58,0.412831,0.392105
59,0.413494,0.391187
60,0.411732,0.390771
61,0.415578,0.396387
62,0.410246,0.389110
63,0.410341,0.392931
64,0.410891,0.390981
65,0.408675,0.386038
66,0.408753,0.381763
67,0.408084,0.381778
68,0.410349,0.385151
69,0.408902,0.382029
70,0.411080,0.384890
71,0.408478,0.381686
72,0.417014,0.393815
73,0.419183,0.398624
74,0.421805,0.403807
75,0.424068,0.407229
76,0.420517,0.404253
77,0.422503,0.405867
78,0.422544,0.405008
79,0.419602,0.405444
80,0.419992,0.405067
81,0.420419,0.404598
82,0.420255,0.406584
83,0.421811,0.408704
84,0.421124,0.404892
85,0.421767,0.409765
86,0.419584,0.408226
87,0.419836,0.408059
88,0.421651,0.409746
89,0.419069,0.405893
90,0.421156,0.410721
91,0.421369,0.411922
92,0.425935,0.417905
93,0.422131,0.413949
94,0.422826,0.411837
95,0.421782,0.409755
