step,mae,mse
0,0.105421,0.033406
1,0.129450,0.048100
2,0.144416,0.058206
3,0.155606,0.066321
4,0.163457,0.072221
5,0.170459,0.078229
6,0.176958,0.083680
7,0.182913,0.088523
8,0.188030,0.093108
9,0.193982,0.098653
10,0.198788,0.103102
11,0.203036,0.107022
12,0.207067,0.110963
13,0.210485,0.114137
14,0.213657,0.117343
15,0.217624,0.121124
16,0.220361,0.123639
17,0.222908,0.126650
18,0.226204,0.130096
19,0.228869,0.132712
20,0.231044,0.135200
21,0.234267,0.138249
22,0.236452,0.141117
23,0.239053,0.143602
24,0.240763,0.145451
25,0.241799,0.147181
26,0.244146,0.149567
27,0.246355,0.151867
28,0.248673,0.154547
29,0.249568,0.155706
30,0.251773,0.158558
31,0.254087,0.161111
32,0.255408,0.162734
33,0.255900,0.164136
34,0.256848,0.166032
35,0.258302,0.167378
36,0.259424,0.169746
37,0.261027,0.171789
38,0.263043,0.174384
39,0.263516,0.176352
40,0.264652,0.178401
41,0.265307,0.179953
42,0.265462,0.181025
43,0.266699,0.182017
44,0.267556,0.183312
45,0.268316,0.184848
46,0.268856,0.186525
47,0.270600,0.188492
48,0.271344,0.189743
49,0.272649,0.191797
50,0.273680,0.193755
51,0.275241,0.196060
52,0.276044,0.197871
53,0.276537,0.198892
54,0.276875,0.199775
55,0.278044,0.201131
56,0.278384,0.202460
57,0.278727,0.203331
58,0.279847,0.205203
59,0.281140,0.205761
60,0.282027,0.207939
61,0.282549,0.208139
62,0.282635,0.209877
63,0.282544,0.210930
64,0.283925,0.212225
65,0.283399,0.212031
66,0.283630,0.213698
67,0.284030,0.214779
68,0.284808,0.215933
69,0.285638,0.217917
70,0.285762,0.217919
71,0.286094,0.219826
72,0.285958,0.219493
73,0.287244,0.220963
74,0.286878,0.220992
75,0.285962,0.221092
76,0.285958,0.222200
77,0.286690,0.222896
78,0.286907,0.223133
79,0.287251,0.224234
80,0.286854,0.224407
81,0.287219,0.225270
82,0.287734,0.225556
83,0.287010,0.225662
84,0.287037,0.226139
85,0.287789,0.227251
86,0.286804,0.226991
87,0.287566,0.227896
88,0.286945,0.228593
89,0.288877,0.229978
90,0.288563,0.230479
91,0.288271,0.230747
92,0.288517,0.230613
93,0.289477,0.231632
94,0.289915,0.232835
95,0.290932,0.234483
96,0.292883,0.236970
97,0.295392,0.240173
98,0.298844,0.243437
99,0.302113,0.247099
100,0.304871,0.250379
101,0.306502,0.252544
102,0.309217,0.255707
103,0.310677,0.257730
104,0.312794,0.260484
105,0.314674,0.263297
106,0.317349,0.266341
107,0.318999,0.268842
108,0.320353,0.270706
109,0.322432,0.273346
110,0.323375,0.274701
