epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.565347,0.565347,0.540893,0.852596,0.852596,0.646039
1,0.403377,0.403377,0.456400,0.784436,0.784436,0.615563
2,0.382064,0.382064,0.443059,0.749331,0.749331,0.601065
3,0.371739,0.371739,0.436397,0.747840,0.747840,0.599096
4,0.369115,0.369115,0.434808,0.748123,0.748123,0.599782
5,0.365427,0.365427,0.432322,0.744458,0.744458,0.596549
6,0.362791,0.362791,0.430424,0.737480,0.737480,0.591784
7,0.361877,0.361877,0.430461,0.754531,0.754531,0.600181
8,0.362866,0.362866,0.431400,0.744040,0.744040,0.592847
9,0.355079,0.355079,0.425368,0.749867,0.749867,0.595416
