loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.307506,0.492576,0.307578,12275.10 M Ops,1703.44 M Ops,460.76 M Ops,0.3549 M,0.2257 %,3652.61 uJ,0.492576,0.307578,0.662262
