loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431778,0.412660,0.430676,156.89 M Ops,17.27 M Ops,5.05 M Ops,0.7772 M,0.3976 %,38.76 uJ,0.559844,0.521380,0.736364
