loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.361157, 0.358556, 0.380828, 350.12 M Ops, 47.87 M Ops, 10.39 M Ops, 1.0141 M, 0.3888 %, 90.89 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.361003, 0.358436, 0.380620, 350.12 M Ops, 47.68 M Ops, 10.39 M Ops, 1.0141 M, 0.3888 %, 90.72 uJ
