epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.179350,0.179350,0.054610,0.054610,0.000000,0.000000
1,0.045192,0.045192,0.034390,0.034390,0.000000,0.000000
2,0.031530,0.031530,0.029479,0.029479,0.000000,0.000000
3,0.027916,0.027916,0.027341,0.027341,0.000000,0.000000
4,0.026507,0.026507,0.025799,0.025799,0.000000,0.000000
5,0.025591,0.025591,0.025018,0.025018,0.000000,0.000000
6,0.024873,0.024873,0.024073,0.024073,0.000000,0.000000
7,0.024383,0.024383,0.024011,0.024011,0.000000,0.000000
8,0.024025,0.024025,0.023214,0.023214,0.000000,0.000000
9,0.023684,0.023684,0.022595,0.022595,0.000000,0.000000
10,0.023419,0.023419,0.022352,0.022352,0.000000,0.000000
11,0.023184,0.023184,0.022544,0.022544,0.000000,0.000000
12,0.023086,0.023086,0.022077,0.022077,0.000000,0.000000
13,0.022820,0.022820,0.022000,0.022000,0.000000,0.000000
14,0.022571,0.022571,0.021934,0.021934,0.000000,0.000000
15,0.022489,0.022489,0.021395,0.021395,0.000000,0.000000
16,0.022421,0.022421,0.021228,0.021228,0.000000,0.000000
17,0.022269,0.022269,0.021353,0.021353,0.000000,0.000000
18,0.022328,0.022328,0.020893,0.020893,0.000000,0.000000
19,0.022246,0.022246,0.020649,0.020649,0.000000,0.000000
20,0.022092,0.022092,0.020965,0.020965,0.000000,0.000000
21,0.021971,0.021971,0.020651,0.020651,0.000000,0.000000
22,0.021912,0.021912,0.020848,0.020848,0.000000,0.000000
