loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.218534, 0.972973, 0.976190, 0.974580, 0.973909, 0.976190, 9030.46 M Ops, 878.65 M Ops, 94.91 M Ops, 40.9860 M, 0.3459 %, 1227.38 uJ, 1.000000, 0.942857, 0.954545, 0.977273, 1.000000, 1.000000, 1.000000, 0.980000, 0.931035
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8
0.206263, 0.970270, 0.973665, 0.971459, 0.970214, 0.973665, 9030.46 M Ops, 880.10 M Ops, 94.91 M Ops, 40.9860 M, 0.3470 %, 1228.69 uJ, 1.000000, 0.942857, 0.954545, 0.954545, 1.000000, 1.000000, 1.000000, 0.980000, 0.931035
