epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.746373,0.599378,0.834076,0.138655,0.000003,0.461557,0.330616,0.870204,0.122238,0.333892,0.405198
1,0.649333,0.546851,0.895338,0.093528,0.000001,0.404830,0.312996,0.916991,0.082664,0.315921,0.391602
2,0.592848,0.518854,0.909696,0.064897,0.000002,0.372141,0.300181,0.927184,0.062687,0.304123,0.382173
3,0.561467,0.499412,0.911304,0.052942,0.000003,0.365865,0.300908,0.924317,0.055713,0.294777,0.373907
4,0.543740,0.485452,0.909864,0.049190,0.000002,0.352250,0.290730,0.920581,0.052314,0.288828,0.368749
5,0.531114,0.474197,0.906347,0.047853,0.000002,0.352694,0.291427,0.913216,0.052135,0.285806,0.366125
6,0.520223,0.464101,0.902021,0.047102,0.000002,0.345434,0.285624,0.909176,0.050718,0.284364,0.364679
7,0.511466,0.455648,0.898371,0.046834,0.000002,0.341342,0.281547,0.906147,0.050734,0.281178,0.362730
8,0.503279,0.447474,0.895964,0.046846,0.000002,0.340173,0.281274,0.903521,0.049864,0.281505,0.362635
9,0.494645,0.438869,0.892470,0.046851,0.000002,0.338532,0.278408,0.896862,0.051155,0.280825,0.362008
10,0.487795,0.431687,0.888814,0.047220,0.000002,0.340674,0.279588,0.892011,0.052165,0.281243,0.362043
11,0.481562,0.425323,0.886613,0.047373,0.000001,0.340713,0.278626,0.887352,0.053213,0.281163,0.361995
12,0.474757,0.418143,0.883145,0.047782,0.000001,0.347686,0.287091,0.888536,0.051709,0.281233,0.361612
13,0.470413,0.413845,0.882580,0.047742,0.000001,0.338825,0.277578,0.886123,0.052386,0.281004,0.361582
14,0.469749,0.413239,0.882193,0.047688,0.000001,0.342641,0.281265,0.884282,0.052532,0.281038,0.361619
15,0.469131,0.412598,0.881277,0.047721,0.000001,0.342584,0.281374,0.886760,0.052343,0.281646,0.361912
16,0.468323,0.411772,0.881139,0.047740,0.000001,0.338399,0.277835,0.886211,0.051702,0.281536,0.361939
17,0.467879,0.411262,0.880965,0.047808,0.000001,0.338790,0.277927,0.884972,0.052014,0.281413,0.361817
18,0.467912,0.411251,0.880582,0.047855,0.000001,0.342236,0.280333,0.885003,0.053053,0.281315,0.361726
19,0.466621,0.410028,0.880305,0.047790,0.000001,0.340348,0.278814,0.884056,0.052694,0.281781,0.361990
20,0.466235,0.409616,0.880061,0.047818,0.000002,0.340050,0.277874,0.884633,0.053329,0.281414,0.361807
