epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.546461,0.546461,0.460253,0.274749,0.274749,0.375987
1,0.403823,0.403823,0.380262,0.249417,0.249417,0.354148
2,0.375766,0.375766,0.367380,0.269996,0.269996,0.372704
3,0.359438,0.359438,0.363896,0.256684,0.256684,0.358715
4,0.345717,0.345717,0.359651,0.267316,0.267316,0.366227
5,0.332528,0.332528,0.356423,0.248366,0.248366,0.351417
6,0.325486,0.325486,0.354727,0.258419,0.258419,0.358095
7,0.320954,0.320954,0.353739,0.270665,0.270665,0.367556
8,0.317561,0.317561,0.352705,0.251545,0.251545,0.354208
9,0.310789,0.310789,0.350430,0.267784,0.267784,0.362926
10,0.307998,0.307998,0.351090,0.261844,0.261844,0.359735
11,0.305847,0.305847,0.349920,0.262828,0.262828,0.361773
