epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.260475,0.260475,1.000000,0.272383,0.272383,0.000000,0.000000,0.145112,0.272569
1,0.240808,0.240808,1.000000,0.265645,0.265645,0.000000,0.000000,0.141281,0.266022
2,0.233750,0.233750,1.000000,0.264891,0.264891,0.000000,0.000000,0.139746,0.264882
3,0.230533,0.230533,1.000000,0.264405,0.264405,0.000000,0.000000,0.143941,0.264442
4,0.228462,0.228462,1.000000,0.258277,0.258277,0.000000,0.000000,0.136113,0.258204
5,0.226509,0.226509,1.000000,0.257772,0.257772,0.000000,0.000000,0.134213,0.257490
6,0.224956,0.224956,1.000000,0.252774,0.252774,0.000000,0.000000,0.130780,0.252888
7,0.223554,0.223554,1.000000,0.248288,0.248288,0.000000,0.000000,0.128109,0.248335
8,0.222846,0.222846,1.000000,0.255341,0.255341,0.000000,0.000000,0.131674,0.255050
9,0.222189,0.222189,1.000000,0.252157,0.252157,0.000000,0.000000,0.131321,0.251941
