epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.554123,0.554123,0.485876,0.299664,0.299664,0.397592
1,0.432336,0.432336,0.408238,0.279679,0.279679,0.383823
2,0.417038,0.417038,0.397548,0.298378,0.298378,0.395869
3,0.408569,0.408569,0.392502,0.293693,0.293693,0.393303
4,0.402770,0.402770,0.391093,0.300710,0.300710,0.397256
5,0.397144,0.397144,0.387345,0.263238,0.263238,0.371852
6,0.393151,0.393151,0.386235,0.276762,0.276762,0.380294
7,0.391045,0.391045,0.385109,0.265004,0.265004,0.371713
8,0.388322,0.388322,0.383797,0.267445,0.267445,0.373186
9,0.386493,0.386493,0.382174,0.265731,0.265731,0.371824
10,0.385979,0.385979,0.382372,0.266647,0.266647,0.372080
11,0.385867,0.385867,0.382698,0.274264,0.274264,0.377607
