epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.537398,0.537398,0.454978,0.275616,0.275616,0.375073
1,0.401526,0.401526,0.378714,0.256098,0.256098,0.357796
2,0.381743,0.381743,0.371035,0.271141,0.271141,0.370174
3,0.369405,0.369405,0.366424,0.285263,0.285263,0.380856
4,0.359925,0.359925,0.364025,0.280314,0.280314,0.378779
5,0.349091,0.349091,0.360876,0.275533,0.275533,0.372250
6,0.342164,0.342164,0.359762,0.300956,0.300956,0.379033
7,0.333777,0.333777,0.357248,0.312289,0.312289,0.380273
