loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.355376, 0.351883, 0.340313, 0.390656, 3228.94 M Ops, 239.69 M Ops, 45.67 M Ops, 2.4445 M, 0.4572 %, 425.81 uJ
