loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.488562, 0.467527, 0.456471, 0.571539, 113.22 M Ops, 15.35 M Ops, 3.91 M Ops, 0.5424 M, 0.3717 %, 31.80 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.479254, 0.462659, 0.454200, 0.576001, 129.93 M Ops, 22.53 M Ops, 4.86 M Ops, 0.5467 M, 0.3794 %, 42.63 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.505753, 0.483337, 0.463158, 0.557050, 113.22 M Ops, 19.61 M Ops, 3.91 M Ops, 0.5467 M, 0.2864 %, 35.64 uJ
