loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.250756, 0.245888, 0.272669, 0.575862, 445.28 M Ops, 75.62 M Ops, 33.12 M Ops, 0.3486 M, 0.4284 %, 220.42 uJ
