loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.387178, 0.386556, 0.402149, 46.29 M Ops, 6.61 M Ops, 2.07 M Ops, 0.1086 M, 0.3981 %, 15.47 uJ
