loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.454659,0.465728,0.453858,147.76 M Ops,19.92 M Ops,5.30 M Ops,0.7792 M,0.4430 %,42.33 uJ,0.523115,0.505974,0.573188
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.455504,0.471111,0.454712,147.74 M Ops,20.91 M Ops,5.29 M Ops,0.7791 M,0.4349 %,43.16 uJ,0.528125,0.507490,0.568255
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.452986,0.464073,0.452182,147.74 M Ops,20.69 M Ops,5.29 M Ops,0.7791 M,0.4347 %,42.96 uJ,0.518653,0.503490,0.574706
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.455219,0.465574,0.454443,147.74 M Ops,21.05 M Ops,5.29 M Ops,0.7791 M,0.4359 %,43.28 uJ,0.524107,0.507477,0.573329
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.455822,0.469851,0.455036,147.74 M Ops,20.93 M Ops,5.29 M Ops,0.7791 M,0.4352 %,43.17 uJ,0.527998,0.508206,0.569410
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.454905,0.467672,0.454117,147.74 M Ops,20.93 M Ops,5.29 M Ops,0.7791 M,0.4355 %,43.17 uJ,0.524840,0.506845,0.571407
