loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.368385,0.365411,0.369571,157.94 M Ops,18.40 M Ops,5.83 M Ops,0.3342 M,0.4294 %,43.36 uJ,0.365411,0.369571,0.668881
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.367809,0.364309,0.368932,157.94 M Ops,17.55 M Ops,5.83 M Ops,0.3342 M,0.4214 %,42.60 uJ,0.364309,0.368932,0.669879
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.366311,0.359291,0.367442,157.94 M Ops,16.56 M Ops,5.83 M Ops,0.3342 M,0.4106 %,41.71 uJ,0.359291,0.367442,0.674426
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.369741,0.368556,0.370844,157.94 M Ops,17.05 M Ops,5.83 M Ops,0.3342 M,0.4159 %,42.15 uJ,0.368556,0.370844,0.666031
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.368741,0.360896,0.369901,157.94 M Ops,16.42 M Ops,5.83 M Ops,0.3342 M,0.4101 %,41.59 uJ,0.360896,0.369901,0.672972
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.370717,0.371705,0.371950,157.94 M Ops,17.99 M Ops,5.83 M Ops,0.3342 M,0.4223 %,43.00 uJ,0.371705,0.371950,0.663177
