loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.387250, 0.366747, 0.383147, 0.764143, 98.60 M Ops, 10.77 M Ops, 4.41 M Ops, 0.1613 M, 0.4686 %, 30.00 uJ
