epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.536676,0.375055,0.738837,0.154232,0.000001,0.298145,0.168918,0.834551,0.120882,0.168312,0.282766
1,0.408619,0.296528,0.806136,0.104029,0.000001,0.273046,0.164326,0.829297,0.100427,0.164529,0.278098
2,0.376662,0.276463,0.795363,0.092245,0.000001,0.263475,0.162878,0.818501,0.092412,0.163384,0.277165
3,0.357932,0.261785,0.781250,0.088334,0.000001,0.262890,0.163950,0.804524,0.090894,0.164060,0.277047
4,0.344173,0.249075,0.769052,0.087408,0.000001,0.265238,0.165485,0.790641,0.091846,0.165967,0.278534
5,0.333929,0.238727,0.758473,0.087617,0.000001,0.267007,0.168148,0.782726,0.091032,0.167586,0.279375
6,0.325417,0.229755,0.751140,0.088151,0.000002,0.268679,0.170153,0.782412,0.090702,0.168203,0.280242
7,0.320769,0.224561,0.747485,0.088734,0.000001,0.267447,0.167769,0.776254,0.091915,0.167489,0.279747
8,0.321198,0.224938,0.746393,0.088796,0.000001,0.268201,0.167974,0.774866,0.092479,0.168157,0.280451
9,0.319216,0.222893,0.746366,0.088859,0.000001,0.266831,0.167287,0.777388,0.091770,0.167756,0.280042
