step,mae,mse
0,0.149575,0.055534
1,0.176298,0.076346
2,0.196871,0.096077
3,0.212969,0.112627
4,0.229833,0.130979
5,0.243510,0.147263
6,0.251655,0.160202
7,0.262141,0.175584
8,0.270529,0.187851
9,0.279795,0.201075
10,0.289458,0.215536
11,0.294534,0.224968
12,0.306350,0.239642
13,0.316358,0.255181
14,0.317917,0.262398
15,0.323692,0.273673
16,0.330296,0.284181
17,0.330676,0.290136
18,0.333784,0.296455
19,0.339687,0.306270
20,0.337104,0.308308
21,0.342168,0.315599
22,0.346223,0.324285
23,0.346897,0.326827
24,0.347101,0.328808
25,0.349838,0.331400
26,0.351365,0.336446
27,0.353621,0.338967
28,0.353335,0.342070
29,0.355203,0.345882
30,0.358006,0.348258
31,0.357214,0.350029
32,0.357008,0.351019
33,0.359015,0.354986
34,0.359531,0.351761
35,0.359599,0.352901
36,0.360654,0.353139
37,0.360713,0.353313
38,0.362726,0.354658
39,0.362817,0.355773
40,0.363735,0.353553
41,0.362809,0.352522
42,0.360797,0.351628
43,0.360056,0.350951
44,0.360977,0.353002
45,0.361675,0.353182
46,0.363923,0.357636
47,0.367473,0.363279
48,0.362593,0.356770
49,0.366052,0.361646
50,0.365525,0.359516
51,0.363251,0.354783
52,0.362183,0.356244
53,0.365087,0.361278
54,0.361969,0.353762
55,0.362062,0.355817
56,0.361008,0.351924
57,0.362138,0.352301
58,0.362505,0.355469
59,0.363999,0.356137
60,0.361160,0.352805
61,0.360841,0.353389
62,0.362948,0.356289
63,0.363376,0.356926
64,0.362588,0.357694
65,0.361891,0.355009
66,0.360260,0.352768
67,0.359376,0.350293
68,0.359714,0.353385
69,0.360090,0.352636
70,0.360346,0.351902
71,0.358930,0.350517
72,0.360680,0.355609
73,0.360146,0.353678
74,0.358059,0.350380
75,0.359452,0.354115
76,0.359271,0.353111
77,0.359283,0.352149
78,0.358732,0.351674
79,0.362759,0.357596
80,0.360345,0.352172
81,0.360978,0.350887
82,0.360940,0.352173
83,0.362864,0.353992
84,0.361890,0.350421
85,0.361332,0.350181
86,0.360225,0.346145
87,0.356975,0.340183
88,0.360341,0.344634
89,0.357524,0.338639
90,0.359367,0.343625
91,0.354526,0.336736
92,0.355140,0.337790
93,0.356983,0.337513
94,0.356035,0.337956
95,0.356288,0.337653
