loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.429750, 0.785366, 0.678758, 0.696337, 0.742600, 0.678758, 8479.80 M Ops, 297.19 M Ops, 2317.17 M Ops, 12.3003 M, 0.3853 %, 10926.46 uJ, 0.918919, 0.438596
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.440152, 0.795122, 0.685514, 0.705701, 0.763025, 0.685514, 13321.86 M Ops, 417.33 M Ops, 2323.36 M Ops, 17.0260 M, 0.3639 %, 11063.07 uJ, 0.932432, 0.438596
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.440857, 0.785366, 0.684151, 0.700770, 0.739960, 0.684151, 13321.86 M Ops, 608.29 M Ops, 2323.36 M Ops, 17.0260 M, 0.3656 %, 11234.94 uJ, 0.912162, 0.456140
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.441752, 0.790244, 0.671349, 0.691449, 0.761109, 0.671349, 13321.86 M Ops, 387.97 M Ops, 2323.46 M Ops, 17.0260 M, 0.3708 %, 11037.10 uJ, 0.939189, 0.403509
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.440832, 0.780488, 0.664592, 0.682214, 0.738820, 0.664592, 13321.86 M Ops, 416.49 M Ops, 2323.36 M Ops, 17.0260 M, 0.3639 %, 11062.32 uJ, 0.925676, 0.403509
