loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.441759,0.478864,0.440889,176.64 M Ops,22.99 M Ops,5.42 M Ops,0.5739 M,0.1792 %,45.62 uJ,0.533703,0.470270,0.565974
