epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.732170,0.551452,0.870175,0.172016,0.000001,0.450504,0.284321,0.899859,0.157184,0.285003,0.378752
1,0.614346,0.473177,0.916243,0.132006,0.000001,0.394376,0.261744,0.918781,0.123444,0.261654,0.360423
2,0.547038,0.430987,0.924143,0.106809,0.000001,0.357693,0.243524,0.922553,0.104944,0.243812,0.345243
3,0.506718,0.403788,0.922977,0.093700,0.000001,0.336787,0.233677,0.920717,0.093902,0.233825,0.336980
4,0.476406,0.379742,0.921183,0.087453,0.000001,0.329489,0.230786,0.918353,0.089519,0.230554,0.333893
5,0.455431,0.361518,0.918428,0.084729,0.000001,0.324359,0.228179,0.913974,0.087041,0.228260,0.331916
6,0.439969,0.347768,0.914612,0.083055,0.000001,0.321464,0.226821,0.908837,0.085555,0.226681,0.331206
7,0.425739,0.334359,0.910307,0.082277,0.000001,0.321009,0.226293,0.903617,0.085680,0.226250,0.331067
8,0.414327,0.323354,0.906954,0.081903,0.000001,0.321177,0.226792,0.899252,0.085392,0.226612,0.331222
9,0.405137,0.314128,0.902839,0.081981,0.000001,0.321648,0.227356,0.893992,0.085352,0.227197,0.331641
10,0.395897,0.304978,0.897927,0.081939,0.000001,0.322351,0.228061,0.890429,0.085385,0.227885,0.332117
11,0.391210,0.300193,0.896602,0.082051,0.000001,0.322549,0.228164,0.889916,0.085485,0.227990,0.332121
12,0.390358,0.299357,0.895892,0.082043,0.000001,0.322825,0.229085,0.889962,0.084840,0.228204,0.332335
13,0.389436,0.298350,0.895217,0.082134,0.000001,0.322451,0.228207,0.888860,0.085356,0.228354,0.332435
14,0.388526,0.297460,0.894969,0.082116,0.000001,0.322116,0.227917,0.888560,0.085314,0.228062,0.332166
