epoch,train_loss,train_ce,train_rec,train_distill,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.580937,0.574384,0.655248,0.136393,0.588861,0.582177,0.668343,0.164451,0.675200,0.582015
1,0.557742,0.551570,0.617248,0.146160,0.575950,0.569800,0.614994,0.162678,0.657527,0.569680
2,0.549128,0.543322,0.580529,0.148473,0.570227,0.564504,0.572299,0.163044,0.649432,0.564440
3,0.543820,0.538299,0.552037,0.148776,0.565432,0.560025,0.540687,0.163877,0.642208,0.559959
4,0.539317,0.534024,0.529332,0.151053,0.563017,0.557851,0.516574,0.167536,0.639328,0.557752
5,0.535827,0.530686,0.514131,0.153000,0.565126,0.560109,0.501778,0.167205,0.646519,0.560076
6,0.533233,0.528202,0.503085,0.155246,0.563510,0.558610,0.489916,0.171540,0.645481,0.558666
0,0.574965,0.574965,1.000000,0.580893,0.580893,0.000000,0.000000,0.671757,0.580726
1,0.552005,0.552005,1.000000,0.569233,0.569233,0.000000,0.000000,0.655217,0.569127
2,0.543191,0.543191,1.000000,0.565411,0.565411,0.000000,0.000000,0.651113,0.565350
3,0.537909,0.537909,1.000000,0.561799,0.561799,0.000000,0.000000,0.647400,0.561742
4,0.533644,0.533644,1.000000,0.560995,0.560995,0.000000,0.000000,0.647209,0.560893
5,0.530474,0.530474,1.000000,0.559821,0.559821,0.000000,0.000000,0.646767,0.559800
6,0.527910,0.527910,1.000000,0.560397,0.560397,0.000000,0.000000,0.649930,0.560440
7,0.526715,0.526715,1.000000,0.558393,0.558393,0.000000,0.000000,0.647318,0.558388
8,0.524343,0.524343,1.000000,0.559484,0.559484,0.000000,0.000000,0.650745,0.559648
9,0.523256,0.523256,1.000000,0.562899,0.562899,0.000000,0.000000,0.657880,0.562625
