loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.442801,0.483671,0.442047,32.06 M Ops,6.08 M Ops,1.55 M Ops,0.1316 M,0.4020 %,12.60 uJ,0.538093,0.470155,0.561617
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.441355,0.475022,0.440652,32.06 M Ops,5.90 M Ops,1.55 M Ops,0.1316 M,0.4010 %,12.43 uJ,0.527478,0.468624,0.569456
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.442976,0.485329,0.442140,32.06 M Ops,5.94 M Ops,1.55 M Ops,0.1316 M,0.4012 %,12.47 uJ,0.540848,0.470656,0.560114
