loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
3.758771, 0.101176, 0.103726, 0.054806, 0.072309, 0.103726, 2319.82 M Ops, 348.36 M Ops, 45.06 M Ops, 6.8678 M, 0.3232 %, 520.81 uJ, 0.000000, 0.000000, 0.000000, 0.000000, 0.200000, 0.000000, 0.000000, 0.212121, 0.000000, 0.000000, 0.000000, 0.941176, 0.000000, 0.000000, 0.000000, 0.281250, 0.000000, 0.269231, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.793103, 0.000000, 0.000000
loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3, acc4, acc5, acc6, acc7, acc8, acc9, acc10, acc11, acc12, acc13, acc14, acc15, acc16, acc17, acc18, acc19, acc20, acc21, acc22, acc23, acc24, acc25
3.817050, 0.045882, 0.044720, 0.013878, 0.085480, 0.044720, 2319.82 M Ops, 351.27 M Ops, 45.06 M Ops, 6.8678 M, 0.3179 %, 523.43 uJ, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.062500, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.031250, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.068966, 0.000000, 0.000000
