loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.400667, 0.398826, 0.426634, 0.745203, 5.06 M Ops, 0.64 M Ops, 0.29 M Ops, 0.4785 M, 0.3908 %, 1.92 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.402559, 0.400768, 0.427816, 0.743962, 5.32 M Ops, 0.69 M Ops, 0.32 M Ops, 0.4793 M, 0.3866 %, 2.10 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.397692, 0.395934, 0.425379, 0.747050, 5.40 M Ops, 0.66 M Ops, 0.32 M Ops, 0.4796 M, 0.3867 %, 2.07 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.403574, 0.401736, 0.428335, 0.743344, 5.56 M Ops, 0.68 M Ops, 0.33 M Ops, 0.4801 M, 0.3868 %, 2.13 uJ
