epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.356820,0.356820,1.000000,0.311537,0.311537,0.000000,0.000000,0.214750,0.311472
1,0.342938,0.342938,1.000000,0.311594,0.311594,0.000000,0.000000,0.217181,0.311581
2,0.339383,0.339383,1.000000,0.313030,0.313030,0.000000,0.000000,0.217047,0.312983
3,0.335192,0.335192,1.000000,0.314703,0.314703,0.000000,0.000000,0.217482,0.314738
